Symbol,RSI_3M
ZLAB,75.09481668773704
ADPT,74.90039840637449
DTEGY,74.89469250210618
GILD,74.51612903225804
PBH,74.45378151260505
BH,74.3452791178498
MLYS,74.34094903339192
SRAD,74.24749163879594
CAKE,74.21428571428567
ANGO,73.95498392282957
ROOT,73.90238466681522
FTNT,73.86822052891084
SENEA,73.35473515248796
CIB,73.3410942956927
FAST,73.29434697855753
ADMA,72.90886392009988
ABT,72.47043363994746
LKNCY,72.38700564971751
UNM,72.37215909090908
FNCH,72.34636871508378
SSTI,71.8963165075034
ORANY,71.89349112426032
CCB,71.84834123222748
XPEV,71.462829736211
ACMR,71.24010554089712
NI,71.18279569892469
STVN,71.14093959731542
ESLOY,70.9533128319821
MP,70.64102564102565
KRYAY,70.10688042752172
XNGSY,69.8370993168681
TIPT,69.18429003021151
PVLA,67.54596322941646
CPBI,66.26506024096393
RPRX,64.80186480186471
