Date,SPY,NASDAQ,52week_high_2_weeks,rsi_over_70,rsi_trending_up_stocks,52week_low_2_weeks,rsi_under_30,rsi_trending_down_stocks, 52week_high_1_day, 52week_low_1_day, above_200ma
2025-03-15,2.07,2.61,1.49,5.77,5.54,24.85,1.76,10.32,54.72,11.33,24.68
