Symbol,Price_Tightness_1W
NXT,10.383597883597874
CNL,10.583333333333329
NET,10.747483636763649
ALNT,10.820451843043996
ATROB,11.134328358208956
ONC,11.153888868322657
TPC,11.192214111922144
LKNCY,11.503195332036679
FUTU,11.589635854341733
STRL,11.835991761268385
BVN,11.990820424555364
CNM,12.139781384564435
HSAI,12.280701754385964
ADPT,12.3236124176858
GRPN,12.350835322195715
STVN,12.382509194932561
SSRM,12.45311327831958
GT,12.520868113522537
GOGO,12.866242038216566
RYTM,13.006152525397058
UVV,13.01431127012522
LFCBY,13.318584070796465
CPS,13.399396811719082
CYD,13.60123647604328
OPFI,13.83963791886393
BASE,13.863863863863862
ORLA,13.917940466613038
KARO,14.551767676767675
FNMAS,15.17781469301963
PVLA,15.410323059784622
CAR,15.41243459526008
HRTG,15.503875968992247
DOMO,15.509103169251523
MTEN,15.524268247499066
TBPH,15.651438240270723
HOOD,15.964010282776353
PAAS,16.048550236008097
QNTM,16.230031948881795
TYIDY,16.951681395615736
USAU,17.09520500347464
SDGR,17.42512640995722
PHAR,17.525773195876283
TTMI,17.658563844649343
SNWV,17.771883289124666
LTBR,18.231555810397555
ODC,18.302387267904507
AMBR,18.43971631205674
CCRD,18.60902255639098
PRPO,18.622448979591834
FTK,18.94990947495474
LEU,19.28559735454932
QBTS,19.592808038075095
NAGE,20.103473762010342
PRCH,20.342034203420344
ANGO,20.945945945945947
GH,21.46814404432133
PPTA,21.54788418708241
GHRS,21.714285714285708
CLBR,22.32398397252432
HIMS,23.036960071248334
OKLO,23.24075651729426
ZLAB,23.901170351105332
AEVA,24.027459954233407
CTRN,24.689575512561373
UPXI,25.43171114599686
ALMU,27.286821705426362
SPCB,28.977845930349854
AONC,32.546374367622256
CNSWF,100.0
