Symbol,IBD_RSI
TGI,90
CLBR,90
MRCY,90
IPI,90
TGLS,90
AEM,90
CCB,90
BYDDF,90
WPM,90
FRHC,90
IDT,90
JBL,90
PBI,90
ESQ,90
TPR,90
BAESY,90
NXT,90
ALNT,90
FEIM,90
IDCC,89
CHEF,89
SNEX,89
CYBR,89
MGIC,89
VRSN,89
PM,89
CGNT,89
PAYC,89
NTDOY,89
EXEL,89
RYTM,89
WOR,89
NTES,89
ESE,89
GHRS,89
TYIDY,89
APEI,89
OSIS,89
BCS,89
COOP,89
ADMA,88
DAN,88
SPNT,88
PAAS,88
LPLA,88
SKWD,88
AGI,88
NPSNY,88
JCI,88
PODD,88
DMYY,88
TIGO,88
BPMC,88
BA,88
NCSM,88
VIRT,87
LBRDA,87
ATEC,87
BH,87
CVLT,87
CIHKY,87
BHKLY,87
LBRDK,87
APG,87
NATH,87
FORTY,87
SAP,87
FROG,87
FFIV,87
WWD,87
PLYA,87
CCHGY,87
LI,87
HCSG,87
BBVA,87
ISBA,87
PRDO,87
CAH,87
PAC,87
RL,87
CXW,86
CPRX,86
ASND,86
ONIT,86
ONC,86
MOS,86
SONY,86
DSDVY,86
VSEC,86
FUTU,86
SGAPY,86
MELI,86
IFS,86
EQT,86
CAKE,86
NRIM,86
LOMA,86
BBIO,86
LOAR,86
WRLD,86
UVE,86
PUK,86
FNV,86
ISNPY,86
FRFHF,85
LYV,85
TCI,85
NFG,85
ADYEY,85
FMS,85
BTI,85
KEN,85
SENEA,85
YMM,85
BKNG,85
EBAY,85
SLM,85
TKO,85
SMSMY,85
DRI,85
TITN,85
TTWO,85
BJRI,85
SXT,85
EXE,85
VEEV,85
JOYY,84
DGICB,84
ULTA,84
INTU,84
CSV,84
RBKB,84
UGI,84
LFCBY,84
TDS,84
DNKEY,84
EHAB,84
SIBN,84
SBS,84
BVN,84
LAUR,84
GILD,84
AXAHY,84
TXNM,84
GBNY,84
IBDRY,84
AL,84
AAMI,84
CNM,84
CAE,84
STN,84
CSGS,83
HDB,83
SENEB,83
ERJ,83
SRBK,83
USFD,83
BABA,83
MDWD,83
KBCSY,83
CTVA,83
TLGPY,83
BNPQY,83
FTNT,83
EHC,83
IBM,83
CBNK,83
KAR,83
DRVN,83
CICHY,82
GTPS,82
SGI,82
AER,82
BHF,82
RYAAY,82
UNM,82
YARIY,82
ORANY,82
SSYS,82
PSMT,82
RIVN,82
GME,82
ARQT,82
AR,82
AXS,82
RGLD,82
HSBC,82
KT,82
AZEK,82
IMAX,82
T,81
DTEGY,81
SCHW,81
EVRI,81
BCH,81
TT,81
FOXA,81
MGYR,81
ALIZY,81
BFC,81
BMI,81
BLX,81
CIVB,81
BK,81
UBOH,81
TELNY,81
BBUC,81
CM,81
EQH,81
OLLI,81
BWFG,81
DE,80
TCEHY,80
ACMR,80
ACNT,80
BAP,80
TBPH,80
WMB,80
EPR,80
MIELY,80
FER,80
MLYS,80
WRB,80
PLPC,80
NTNX,80
NTR,80
SDGR,80
NC,79
FOX,79
WTS,79
SPR,79
GPOR,79
V,79
WMT,79
NTB,79
RBC,79
SSREY,79
BSAC,79
BASE,79
ITRN,79
GT,79
BZ,78
ADRNY,78
NIC,78
MNST,78
HBCP,78
CHKP,78
SIEGY,78
RBA,78
ASTE,78
MCK,78
MUFG,78
SLF,78
AM,78
TKOMY,78
JAPSY,78
ENLT,78
NEU,78
PINC,77
CAAP,77
DBD,77
ING,77
DANOY,77
BMO,77
RTX,77
LOPE,77
GNTY,77
CCEC,77
MURGY,77
THFF,76
WELL,76
VLGEA,76
CIB,76
LZAGY,76
MA,76
RSG,76
GFL,76
SWDBY,76
CPA,76
CPBI,76
GTX,76
UVV,75
THG,75
DBSDY,75
XNGSY,75
AMADY,75
FCFS,75
NRDBY,75
EADSY,74
SSTI,74
RPRX,74
FAST,74
UFCS,74
CHTR,74
MKL,74
PERI,74
CFRUY,74
MT,74
PCLB,73
HCMLY,73
ANPDY,73
CTAS,73
RRC,73
TRP,73
BWB,73
FHI,73
NI,73
PAYX,72
GHC,72
LSBK,72
CNSWF,72
AXSM,72
ICE,72
HMN,72
ENB,72
MMM,72
ESLOY,72
ADP,72
KRYAY,72
SSBK,71
TRV,71
STVN,71
ABT,71
MYFW,71
BOTJ,69
FYBR,69
CNH,69
TIPT,68
PBH,68
HG,67
MO,67
SWTX,65
