"Order","Symbol","Name","Current Price","Price % Chg","Price $ Chg","Volume (1000s)","Vol % Chg vs 50-Day","EPS Rating","RS Rating","Ind Group RS","SMR Rating","A/D Rating","Comp Rating","% Off High","50-Day Avg Vol (1000s)","ETF/Closed-End Fund"
"1879","EXP","Eagle Materials","230.76","-0.45","-1.05","418","-3.3","68","32","C+","A","B-","53","-13.06","442","No"
"1880","EXPD","Expeditors Intl of Wash","163.76","0.95","1.54","1953","35.7","46","90","A-","A","A+","87","0.81","1446","No"
"1881","EXPE","Expedia Group","294.28","1.21","3.52","1321","-36.3","96","93","D-","A","A-","93","-3.13","2073","No"
"1882","EXPI","eXp World Holdings","9.28","1.42","0.13","656","-55.5","7","18","B","D","C-","22","-24.1","1406","No"
"1883","EXPO","Exponent","74.35","2.89","2.09","306","-25.6","72","27","B","A","B-","60","-23.79","400","No"
"1884","EXR","Extra Space Storage","147.13","1.67","2.41","1270","4","53","27","C-","B","B","41","-9.61","1223","No"
"1885","EXTR","Extreme Networks","16.09","0.19","0.03","1084","-19.2","85","23","C-","A","D+","50","-29.71","1300","No"
"1886","EYE","National Vision","29.43","3.23","0.92","1628","6.3","48","94","B+","C","B+","78","-1.47","1533","No"
"1887","EYPT","EyePoint","15.84","-0.5","-0.08","1579","30.2","7","95","A+","E","A-","64","-17.11","1213","No"
"1888","EZGO","EZGO Technologies","2.03","10.93","0.2","165","-37.6","60","2","A-","D","B-","25","-88.22","265","No"
"1889","EZPW","Ezcorp Cl A","21.54","0.7","0.15","700","-26.3","99","88","B-","B","B+","94","-2.58","962","No"
"1890","F","Ford Motor","13.81","-0.22","-0.03","44241","-22.4","53","84","B+","C","B-","74","-4.76","57014","No"
"1891","FA","First Advantage","14.95","0.61","0.09","522","-23.3","87","26","D-","A","B-","56","-26.26","687","No"
"1892","FACT","FACT II Acquisition","10.46","0.1","0.01","63","-17.8","37","44","C-","-","D+","37","-2.24","77","No"
"1893","FAF","First American Financial","60.57","2.68","1.58","1280","97.2","71","44","C-","B","D+","61","-11.76","656","No"
"1894","FAMI","Farmmi","1.32","-3.65","-0.05","183","-18","5","8","D-","E","D+","1","-64.38","223","No"
"1895","FANG","Diamondback Energy","150.82","-1.89","-2.91","2404","34.5","56","44","D+","A","C-","52","-16.63","1787","No"
"1896","FANUY","Fanuc ADR","21.23","-2.17","-0.47","347","-4.5","40","92","A","-","B","-","-3.24","365","No"
"1897","FARM","Farmer Bros.","1.57","2.61","0.04","28","-62.5","25","22","D","E","B-","9","-52.25","77","No"
"1898","FAST","Fastenal","43.53","2.62","1.11","10715","48.4","84","49","D+","A","B","70","-14.02","7244","No"
"1899","FAT","FAT Brands Cl A","0.42","-5.47","-0.02","181","-60.2","10","1","A-","-","C","3","-89.88","457","No"
"1900","FATBB","FAT Brands Cl B","1.13","-2.21","-0.03","12","-10.7","10","3","A-","-","D-","2","-78.11","13","No"
"1901","FATE","Fate Therapeutics","1.05","-2.78","-0.03","1063","-28.1","34","13","A+","E","C","25","-45.88","1479","No"
"1902","FATN","FatPipe","2","-4.76","-0.1","171","222.8","29","2","D","C","D","2","-91.41","53","No"
"1903","FATP","Fat Projects Acquisition","10.92","0","0","0","0","4","60","C-","-","C","31","-15.32","-","No"
"1904","FBGL","FBS Global","0.88","0","0","3065","91.8","22","77","B-","E","B-","30","-83.85","1598","No"
"1905","FBIN","Fortune Brands Innovation","61.29","1.83","1.1","2552","44","34","64","B-","C","B+","55","-19.16","1695","No"
"1906","FBIO","Fortress Biotech","3.48","6.1","0.2","1216","64.2","80","94","A+","E","C-","90","-23.18","741","No"
"1907","FBIZ","First Business Finl Svcs","57.27","2.52","1.41","22","-2.1","91","77","B-","A","C+","87","-1.95","23","No"
"1908","FBK","FB Financial","60.62","2.5","1.48","376","17.6","68","81","C-","A","B","83","0.17","307","No"
"1909","FBLA","FB Bancorp","12.93","1.33","0.17","116","-19.1","75","64","C-","D","A-","73","-2.71","145","No"
"1910","FBLG","FibroBiologics","0.34","-0.79","0","1017","-55","3","5","A+","-","B-","14","-83.13","2262","No"
"1911","FBNC","First Bancorp NC","57.53","3.81","2.11","333","65.8","83","85","C-","C","B+","81","1.91","205","No"
"1912","FBP","First BnCp Puerto Rico","21.44","2","0.42","1049","-16.3","86","53","C-","A","B-","76","-5.15","1201","No"
"1913","FBRT","Franklin BSP Realty Tr","10.25","2.09","0.21","572","-24.6","29","20","C-","D","D","19","-24.52","759","No"
"1914","FBRX","Forte Biosciences","32.69","1.87","0.6","108","-29.3","57","99","A+","-","A-","90","-4.37","152","No"
"1915","FBYD","Falcon's Beyond Global","6.79","-21.05","-1.81","226","52.4","27","14","D","C","D","13","-76.6","148","No"
"1916","FC","Franklin Covey","21.06","5.72","1.14","154","5.8","7","41","D","E","A-","24","-46.3","145","No"
"1917","FCAP","First Capital","50.75","1.54","0.77","6","-49","93","87","B","A","B","93","-28.52","12","No"
"1918","FCBC","First Community Bkshs","34.3","2.51","0.84","57","21.4","53","22","C-","B","A-","41","-24.73","44","No"
"1919","FCCO","First Community","29.55","0.17","0.05","103","187.9","90","77","C-","A","A-","92","-6.19","36","No"
"1920","FCEL","FuelCell Energy","7.45","-0.53","-0.04","1656","-32.6","46","71","B","D","B+","59","-37.86","2460","No"
"1921","FCF","First Commonwealth Fincl","17.6","1.68","0.29","484","-24","82","64","B-","B","B-","79","-3.72","664","No"
"1922","FCFS","FirstCash Holdings","169.01","0.58","0.98","166","-32.5","98","83","B-","B","B","93","-0.14","246","No"
"1923","FCN","FTI Consulting","177.57","1.29","2.27","234","-14.4","83","55","B","C","B+","70","-13.25","277","No"
"1924","FCNCA","First Citizens Bcshs A","2160.13","-0.05","-1.13","76","-4","71","75","C-","B","B","70","-10.48","83","No"
"1925","FCPT","Four Corners Property Tr","24.91","1.76","0.43","1216","41.6","54","23","C-","B","B","45","-16.44","823","No"
"1926","FCRS","FutureCrest Acqn Cl A","10.21","0.04","0","203","106.5","5","32","C-","-","-","19","-6.46","94","No"
"1927","FCUV","Focus Universal","0.7","-7.05","-0.05","75","-35.1","25","1","B","D","E","3","-92.54","116","No"
"1928","FCX","Freeport-McMoRan","59.96","-0.4","-0.24","18285","11.9","83","91","A+","B","A","94","-1.24","16345","No"
"1929","FDBC","Fidelity D&D Bancorp","43.96","2.26","0.97","10","30.3","85","51","B-","A","B","83","-12.08","8","No"
"1930","FDMT","4D Molecular Therap","7.61","-13.13","-1.15","813","-18.3","8","90","A+","E","C+","53","-38.33","995","No"
"1931","FDP","Fresh Del Monte Produce","38.43","3.89","1.44","206","-25.1","72","74","D-","C","C-","60","-5.69","280","No"
"1932","FDS","FactSet Research Systems","289.68","-1.89","-5.59","537","-31.2","73","13","D-","A","D+","32","-39.39","781","No"
"1933","FDSB","Fifth District Bancorp","14.86","-0.07","-0.01","32","33.4","81","72","C-","C","A+","85","-4.96","24","No"
"1934","FDUS","Fidus Investment","20.22","1.1","0.22","183","-42.9","58","32","B-","B","E","38","-14.13","307","No"
"1935","FDX","FedEx","313.16","-0.12","-0.39","1893","10.1","74","86","B+","C","A","87","-1.78","1719","No"
"1936","FE","FirstEnergy","46.57","0.91","0.42","4619","0.9","61","55","C+","B","D","57","-3.38","4425","No"
"1937","FEAM","5E Advanced Materials","3.68","-4.29","-0.17","61","-33.6","60","9","A+","-","C-","26","-70.91","88","No"
"1938","FEBO","Fenbo Holdings","1.27","2.42","0.03","91","30.3","2","83","B","D","A","51","-25.95","72","No"
"1939","FEDU","Four Seasons Educ ADR","12.07","0","0","0","0","80","51","D","C","A-","61","-30.23","1","No"
"1940","FEED","ENvue Medical","1.46","-14.12","-0.24","755","20.4","57","1","B+","E","E","12","-99.1","627","No"
"1941","FEIM","Frequency Electronics","58.03","1.82","1.04","159","-39.8","10","98","A+","B","B","78","-5.6","265","No"
"1942","FELE","Franklin Electric","100.45","1.28","1.27","357","53.8","75","53","A-","B","B+","79","-7.06","246","No"
"1943","FEMY","Femasys","0.64","-6.91","-0.05","949","-67.2","42","9","A-","D","B","31","-64.32","2893","No"
"1944","FENC","Fennec Pharmaceuticals","7.46","-1.58","-0.12","83","-58.9","54","53","A+","-","B-","60","-24.8","177","No"
"1945","FENG","Phoenix New Media ADR","1.9","1.6","0.03","0","-82.7","14","16","A","D","C","29","-47.95","4","No"
"1946","FER","Ferrovial","67.34","-0.41","-0.28","1346","-47","49","85","A-","B","B-","80","-1.1","2538","No"
"1947","FERA","Fifth Era Acquisition I","10.28","-0.1","-0.01","22","61.5","80","41","C-","-","C-","50","-2.1","11","No"
"1948","FERG","Ferguson Enterprises","249.86","1.53","3.76","1180","-19.9","87","81","B-","B","B-","84","-2.75","1495","No"
"1949","FET","Forum Energy Technologies","40.8","-0.85","-0.35","169","41.2","40","96","A","E","A-","80","-2.86","114","No"
"1950","FF","FutureFuel","3.38","-0.88","-0.03","186","-10.3","3","13","C","E","C","5","-41.52","209","No"
"1951","FFAI","Faraday Future","1.07","-0.93","-0.01","5340","-12.8","56","11","B+","D","B","31","-70.36","6124","No"
"1952","FFBC","First Finl Bancorp OH","26.81","3.31","0.86","1247","84.7","84","62","B","A","A","89","-8.22","688","No"
"1953","FFIC","Flushing Financial","15.56","2.77","0.42","455","13.7","72","81","B-","B","C-","81","-12.54","384","No"
"1954","FFIN","First Fincl Bankshares","32.65","1.59","0.51","608","-17.8","65","24","C+","A","B-","58","-16.54","743","No"
"1955","FFIV","F5","273.99","2.45","6.54","1187","-0.2","92","24","D+","A","B-","63","-20.81","1193","No"
"1956","FFNTF","4Front Ventures","0","-","0","0","0","34","1","E","-","D","-","-100","38","No"
"1957","FFWM","First Foundation","6.29","1.94","0.12","422","-38.6","5","75","C+","D","B+","51","-2.78","688","No"
"1958","FG","F&G Annuities & Life","27.74","1.65","0.45","585","3.8","54","15","C+","C","E","25","-41.92","563","No"
"1959","FGBI","First Guaranty Bancshares","7.92","4.07","0.31","22","-12","4","18","C-","E","B","10","-27","25","No"
"1960","FGI","FGI Industries","6.31","4.82","0.29","18","-59","37","93","B-","D","C+","49","-50","46","No"
"1961","FGL","Founder Group","0.14","0.56","0","1090","-80.7","9","1","A","D","D+","12","-92.64","5684","No"
"1962","FGMC","FG Merger II","10.1","0","0","30","-41.6","80","44","C-","-","C-","51","-1.46","51","No"
"1963","FGNX","FG Nexus","3.06","-5.56","-0.18","734","-23.5","57","4","B-","C","B+","30","-92.58","917","No"
"1964","FGROY","FirstGroup ADR","2.46","0","0","0","0","72","38","A-","-","E","-","-21.15","0","No"
"1965","FHB","First Hawaiian","26.89","1.32","0.35","729","-43.8","83","67","C+","B","B","82","-4.92","1327","No"
"1966","FHI","Federated Hermes","53.41","2.1","1.1","463","-12.9","90","79","B-","A","C+","92","-1.96","550","No"
"1967","FHN","First Horizon","24.44","1.62","0.39","11074","83.6","81","81","C-","B","B+","86","-1.88","6031","No"
"1968","FHTX","Foghorn Therapeutics","6.28","-0.48","-0.03","165","-16.9","34","89","A+","-","B","69","-9.64","199","No"
"1969","FIBK","First Interstate Banc","37.27","2.03","0.74","1630","12.8","77","83","C+","C","B+","81","-1.95","1451","No"
"1970","FICO","Fair Isaac","1581.19","-2.17","-35.1","163","-21.4","97","20","D+","-","D+","41","-28.7","207","No"
"1971","FIEE","FiEE","3.53","2.62","0.09","35","-39.8","47","62","C-","E","A","46","-43.97","59","No"
"1972","FIG","Figma","31.6","-2.35","-0.76","7897","10.1","74","3","E","A","D-","22","-77.89","7170","No"
"1973","FIGR","Figure Tech Solns","64.96","16.37","9.14","7042","160.9","81","96","B+","B","A","99","8.38","2699","No"
"1974","FIGS","FIGS","12.33","0.24","0.03","1306","-50.8","80","97","A-","D","A","97","-1.2","2659","No"
"1975","FIGX","FIGX Capital Acqn Cl A","10.1","0.15","0.02","33","94.4","5","38","C-","-","A","31","-0.49","17","No"
"1976","FIHL","Fidelis Insurance Hldgs","18.6","-0.05","-0.01","531","0.3","33","62","C-","C","D-","45","-6.18","507","No"
"1977","FINV","FinVolution Group ADR","5.26","1.35","0.07","659","-54.6","73","10","B+","A","D+","37","-52.53","1454","No"
"1978","FINW","FinWise Bancorp","17.95","0.34","0.06","36","98.2","72","60","C+","B","B+","80","-20.19","18","No"
"1979","FIP","FTAI Infrastructure","5.62","3.69","0.2","966","-27.9","5","46","C","D","C+","29","-29.17","1341","No"
"1980","FIS","Fidelity Natl Info Svcs","63.45","-0.83","-0.53","3397","14.5","43","16","B+","A","D-","40","-24.44","2975","No"
"1981","FISI","Financial Institutions","32.22","2.12","0.67","93","-21.7","31","83","B-","C","C-","61","-2.36","121","No"
"1982","FISV","Fiserv","66.78","-1.07","-0.72","10638","5.3","81","3","B+","B","C","33","-72.01","10097","No"
"1983","FITB","Fifth Third Bancorp","49.02","0.93","0.45","8961","29.6","62","81","B-","B","B+","79","-2.86","6916","No"
"1984","FIVE","Five Below","198.04","0.3","0.59","904","-30.5","96","95","B+","A","B+","96","-3.5","1301","No"
"1985","FIVN","Five9","19.01","0.11","0.02","1755","-12.4","97","12","D","A","D","39","-61.9","2003","No"
"1986","FIX","Comfort Systems USA","1091.04","3.6","37.94","408","-34.5","99","96","B","A","C+","99","1.09","623","No"
"1987","FIZZ","National Beverage","33.35","-0.42","-0.14","180","-53.9","50","14","C+","B","C-","30","-30.36","391","No"
"1988","FJET","Starfighters Space","11.12","-2.8","-0.32","766","-89.5","23","90","A","-","-","46","-64.7","7323","No"
"1989","FJTSY","Fujitsu ADR","29.03","0.03","0.01","97","-54.7","75","87","C","-","B-","-","-0.34","217","No"
"1990","FKWL","Franklin Wireless","4.28","1.9","0.08","8","-33.5","64","18","A+","C","C","45","-42.53","13","No"
"1991","FLD","Fold Holdings","2.28","-3.8","-0.09","48","-63.9","80","5","B+","-","C-","27","-83.71","133","No"
"1992","FLEX","Flex Ltd","66.59","4.32","2.76","4259","-19.3","95","89","A","B","C","90","-7.8","5277","No"
"1993","FLG","Flagstar Bank","12.99","1.01","0.13","4860","-2.5","61","81","B","E","B-","66","-6.18","4991","No"
"1994","FLGC","Flora Growth","6.54","3.81","0.24","5","-85.4","42","2","E","E","E","5","-86.09","38","No"
"1995","FLGT","Fulgent Genetics","28.65","2.43","0.68","218","-24.1","9","90","A","C","B+","74","-7.7","287","No"
"1996","FLL","Full House Resorts","2.56","1.59","0.04","96","-46.9","19","12","D","D","C-","5","-54.2","179","No"
"1997","FLNC","Fluence Energy","25.5","12.58","2.85","7091","19.7","14","99","B","E","A+","65","-3.12","5922","No"
"1998","FLNG","Flex LNG","27.12","0.37","0.1","248","-38","56","67","B-","B","B+","69","-1.99","400","No"
"1999","FLNT","Fluent","3.01","-5.35","-0.17","40","-12.1","22","85","B","E","A","59","-15.45","46","No"
"2000","FLO","Flowers Foods","11.1","1.83","0.2","2814","-34.5","36","10","D-","C","B-","13","-45.89","4298","No"
"2001","FLOC","Flowco Holdings","19.87","0.46","0.09","263","-14.4","99","60","A","A","A-","90","-34.85","294","No"
"2002","FLR","Fluor","43.44","-1.94","-0.86","2664","-14","86","22","A-","D","B","57","-24.45","3097","No"
"2003","FLS","Flowserve","76.62","1.96","1.47","1450","8.6","94","91","B","B","A","96","1.85","1336","No"
"2004","FLUT","Flutter Entertainment","201.08","0.62","1.23","2525","0.8","72","13","D","B","E","36","-35.9","2506","No"
"2005","FLUX","Flux Power Holdings","1.52","0.66","0.01","61","-84.6","18","8","A-","E","E","6","-79.87","402","No"
"2006","FLWS","1-800-FLOWERS.com Cl A","4.66","4.72","0.21","486","-51.8","4","17","A+","E","C-","14","-49.18","1007","No"
"2007","FLX","BingEx ADR","3.18","2.25","0.07","101","-34.2","28","21","A-","-","C-","15","-66.49","153","No"
"2008","FLXS","Flexsteel Industries","41.78","1.14","0.47","21","-23.7","98","49","C","B","B-","65","-34.86","28","No"
"2009","FLY","Firefly Aerospace","29.75","-0.87","-0.26","2361","-19","10","10","A","D","B+","24","-59.69","2914","No"
"2010","FLYE","Fly-E Group","7.27","-4.09","-0.31","6","-98.7","18","2","B+","E","D+","3","-95.51","517","No"
"2011","FLYW","Flywire","13.87","-2.94","-0.42","1156","-19.7","18","67","D-","C","B","47","-34.91","1487","No"
"2012","FLYX","flyExclusive","3.74","1.36","0.05","854","-68","20","79","A","D","D-","45","-57.88","2672","No"
"2013","FMAO","Farmers & Merchants Bncp","25.37","0.32","0.08","10","-52.9","78","49","B-","A","B+","81","-12.43","21","No"
"2014","FMBH","First Mid Bancshares","41.5","2.62","1.06","107","27","82","74","B-","B","A","88","-3.15","86","No"
"2015","FMC","FMC","15.48","2.25","0.34","4045","-13.6","60","3","C+","D","E","9","-72.84","4683","No"
"2016","FMCC","Federal Home Loan Mtg","8.8","-4.14","-0.38","8018","193.1","37","79","B+","-","C-","-","-41.29","2761","No"
"2017","FMFC","Kandal M Venture","0.32","-1.62","-0.01","119","-95.5","10","1","D+","C","C-","2","-97.99","2648","No"
"2018","FMIV","Forum Merger IV Cl A","10.36","0","0","0","-93.8","15","50","C+","-","A","44","-4.38","-","No"
"2019","FMNB","Farmers National Banc","13.53","1.42","0.19","219","20.5","81","38","B-","B","B-","66","-12.71","182","No"
"2020","FMS","Fresenius Medical Care","21.63","1.12","0.24","1326","154.8","77","15","C+","C","D-","42","-28.99","520","No"
"2021","FMST","Foremost Clean Energy","2.18","-1.36","-0.03","186","-31.6","31","87","A+","-","B","56","-62.01","261","No"
"2022","FMX","Fomento Econ Mex ADR","102.98","-0.84","-0.87","1157","187.3","25","55","C+","D","C-","42","-5.3","403","No"
"2023","FN","Fabrinet","497.58","4.3","20.53","709","14.5","94","95","A","A","C+","99","-6.33","619","No"
"2024","FNB","F.N.B.","17.47","1.57","0.27","6690","36.7","83","78","B-","B","B+","86","-2.57","4964","No"
"2025","FND","Floor & Decor Cl A","75.52","0.2","0.15","3497","36.3","61","27","C-","C","B+","39","-30.56","2566","No"
"2026","FNF","Fidelity National Finl","52.73","1.52","0.79","1859","36","52","20","C-","B","D-","35","-17.24","1367","No"
"2027","FNGR","FingerMotion","1.22","5.17","0.06","249","20.4","17","15","B","E","C-","9","-76.54","207","No"
"2028","FNKO","Funko Cl A","3.66","2.52","0.09","1453","58.8","7","15","C-","E","B+","5","-74.37","915","No"
"2029","FNLC","First Bancorp","27.32","2.28","0.61","17","-4.1","78","57","B-","A","C","78","-4.48","18","No"
"2030","FNMA","Fannie Mae","9.7","-4.62","-0.47","14696","168.3","47","74","B+","-","C+","-","-39.34","5528","No"
"2031","FNMAS","Fan Mae Fixed-to-Fl Pfd S","12.95","-4.43","-0.6","2849","219","47","21","B+","-","D","-","-28.06","886","No"
"2032","FNV","Franco-Nevada","240.32","1.26","3","712","4.4","93","89","A+","A","B","99","-0.64","682","No"
"2033","FNWB","First Northwest Bancorp","9.99","2.15","0.21","149","296.6","80","71","C+","D","B+","74","-17.44","37","No"
"2034","FNWD","Finward Bancorp","35.66","1.12","0.4","23","-13.2","80","79","B-","C","B+","82","-10.83","26","No"
"2035","FOA","Finance of America","24.63","1.53","0.37","68","-42.5","80","57","B+","B","C+","80","-16.73","120","No"
"2036","FOFO","Hang Feng Tech Innovation","6.39","6.86","0.41","24","-61.7","80","4","B","B","B","42","-90.6","64","No"
"2037","FOLD","Amicus Therapeutics","14.31","-0.49","-0.07","5199","-55.5","36","96","A+","A","A-","95","-0.49","11687","No"
"2038","FONR","Fonar","18.64","0.16","0.03","86","11.5","32","83","A-","C","B+","72","-1.17","77","No"
"2039","FOR","Forestar Group","27.91","2.53","0.69","99","-26.6","68","77","B","B","E","71","-5.2","137","No"
"2040","FORA","Forian","2.13","1.91","0.04","33","2.5","41","44","E","C","C-","31","-47.15","30","No"
"2041","FORL","Four Leaf Acquisition","11.75","0","0","0","0","5","57","D","-","E","17","-8.13","0","No"
"2042","FORM","FormFactor","75.28","4.57","3.29","1212","28.5","25","97","A+","C","B+","78","-1.19","946","No"
"2043","FORR","Forrester Research","8.33","0.24","0.02","72","-28.2","54","16","D-","D","B","19","-47.28","101","No"
"2044","FORTY","Formula Systems ADR","170.01","0.01","0.01","0","273.4","35","91","C","B","A-","73","-10.78","0","No"
"2045","FOSL","Fossil Group","3.84","3.5","0.13","323","-59.2","23","98","A-","E","A","68","-12.73","793","No"
"2046","FOUR","Shift4 Payments","65.91","-1.79","-1.2","1608","-21.3","77","12","D-","A","C","41","-48.31","2043","No"
"2047","FOX","Fox Corp Cl B","65.62","-0.89","-0.59","1122","-21.8","85","87","C+","A","B","88","-3.75","1435","No"
"2048","FOXA","Fox Corp Cl A","72.55","-0.74","-0.54","4390","30.9","85","87","C+","A","B+","89","-5.03","3353","No"
"2049","FOXF","Fox Factory Holding","19.3","2.44","0.46","545","-42.6","23","14","B+","C","D","16","-38.1","973","No"
"2050","FOXX","Foxx Development Holdings","4.08","-0.97","-0.04","10","-99.1","5","17","D","-","B+","4","-62.91","1217","No"
"2051","FPAFY","First Pacific ADR","3.98","3.11","0.12","30","-30.1","88","72","B-","-","C-","-","-7.7","43","No"
"2052","FPAYQ","FlexShopper","0","-","0","2","-95.2","25","1","A-","C","E","13","-99.99","47","No"
"2053","FPH","Five Point Holdings","5.71","0.88","0.05","179","9.2","39","57","B","C","C","52","-14.9","164","No"
"2054","FPI","Farmland Partners","10.58","0.09","0.01","433","-19.5","85","26","C-","C","B","54","-17.79","538","No"
"2055","FR","First Indl Realty Trust","59.31","0.27","0.16","792","-9.9","46","72","C-","A","A-","69","-0.45","882","No"
"2056","FRAF","Franklin Financial Svcs","53.96","4.95","2.55","118","98.5","48","88","B-","B","A+","85","-10","57","No"
"2057","FRBA","First Bank (NJ)","17.05","1.91","0.32","33","-43.5","72","74","B-","A","A+","89","-5.85","59","No"
